장면명,REF 코드,TH 색인,관찰 좌표,등록 시각,마지막 검토,연결 장면,원문 위치,원문 확보,인물,작품명,장면 ID,장면 역할,장면 조건,집필 지시문 없음,집필용 준비,표면 모방 위험,화수
859화 · 극재생의 생명력 비용과 포기한 슬롯을 장부화하고 새 방패 역할의 고점을 다시 설계하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8196bd5ddb80a846a106,"초재생의 압도감 직후 비요른은 결손 회복이 생명력을 얼마나 소모하는지, 어떤 방어·계층 정수를 포기했는지, 즉사 예외가 남는지를 다시 장부화한다. 무적감은 동료 수색 목표보다 앞서지 않는다.",2026년 8월 5일 오전 8:52,2026년 8월 5일,859화 결손 재생 확인 / 909~911화 카운터 검증,"396,928~397,040행",Yes,"비요른 얀델, 미샤 칼스타인과 실종 동료들, 새로운 정수 후보군",게임 속 바바리안으로 살아남기,SCENE-89,"대비, 핵심",새 고유 능력이 강력하지만 생명력 비용·포기 슬롯·즉사 예외가 남아 있음,Yes,대비 포함 준비,높음,859화
901~902화 · 복수 집단의 인력·희귀 자원·전략을 묶어 원하는 결말을 시도할 공략대를 완성하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,요정·수인·마탑과 주인공 집단의 인선과 전략 물자를 장부화한다. 불확실성이 남아도 1등급 전투를 감당할 선택지가 생겼다는 이유로 미궁 개방 즉시 진입한다.,2026년 8월 5일 오전 8:57,2026년 8월 5일,899화 투자 협상 / 902~903화 2회차 속도전,"414,585~414,613행",Yes,"비요른 얀델, 요정족·수인족·마탑·아나바다 클랜, 공략대",게임 속 바바리안으로 살아남기,SCENE-99,"핵심, 후속",1회차보다 강한 전력과 희귀 자원을 외부 세계에서 준비할 수 있음,Yes,대비 포함 준비,중간,901~902화
899화 · 1회차 정보를 보증금과 참여 조건으로 바꾸고 소모품 복원 규칙으로 종족 투자를 끌어내는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,비요른은 정보를 무료 공개하지 않고 보증금과 원정 참여를 조건으로 건다. 고위험 브리핑으로 위축된 대표들에게 소모품 환급 증거를 제시해 희귀 병기와 인력 지원 약속을 끌어낸다.,2026년 8월 5일 오전 8:57,2026년 8월 5일,900화 연구 가설 / 901~902화 공략대 완성,"413,629~413,920행",Yes,"비요른 얀델, 마탑주, 요정족·수인족·용인족·드워프 대표, 종족 회담",게임 속 바바리안으로 살아남기,SCENE-97,"핵심, 후속",1등급 위험에 맞설 외부 전력과 희귀 소모품이 필요하며 1회차 정보는 공략자가 독점함,Yes,대비 포함 준비,높음,899화
898화 · 기억 소실로 실패한 민간 조사에서 단서를 건진 연구자를 전속 정보 역할로 편입하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,마로양은 사비 조사대가 기억을 잃어 성과가 적었지만 일부 단서를 얻는다. 비요른은 연구 동기와 고대어 능력을 확인하고 자신의 1회차 경험을 제공해 재조사를 맡긴다.,2026년 8월 5일 오전 8:57,2026년 8월 5일,900화 유물 대조와 정식 편입 / 899화 종족 투자,"413,410~413,503행",Yes,"비요른 얀델, 마로양 리리비아, 리리비아 남작가, 민간 조사대",게임 속 바바리안으로 살아남기,SCENE-96,"대비, 후속",공략자는 기억을 보존했지만 다른 조사대는 실패 때 기억을 잃어 외부 자료 대조가 필요함,Yes,대비 포함 준비,중간,898화
896화 · 잃은 장비와 기억이 복원됐지만 보존 원인은 확정하지 못하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,버렸던 장비와 배까지 되돌아오고 기억도 온전하다. 비요른은 대체 육체 판정인지 생존 탈출 판정인지 두 가설을 세우지만 확정하지 않는다.,2026년 8월 5일 오전 8:57,2026년 8월 5일,895~896화 영구 접근권 / 899화 소모품 환급 투자,"412,624~412,678행",Yes,"비요른 얀델, 나들이 인형, 동료 원정대",게임 속 바바리안으로 살아남기,SCENE-94,"미해결, 핵심",특수 지역에서 장비를 버리고 탈출했으나 사망은 하지 않음,Yes,대비 포함 준비,중간,896화
896화 · 외부 회의에서 지역 리셋과 불완전 탈출을 판정하고 다음 회차 준비 방식을 바꾸는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,아르민은 섬이 다음 진입 때 파괴 전 상태로 돌아갈 것이라 추론한다. 장비·기억 보존을 완전 공략 보상으로 보지 않고 탈출 조건 달성으로 분리하며 조기 진입과 전면 준비를 제안한다.,2026년 8월 5일 오전 8:57,2026년 8월 5일,899~902화 외부 리빌딩 / 903~904화 복원된 섬 확인,"412,820~412,880행",Yes,"비요른 얀델, 아르민, 미샤 칼스타인, 아이나르, 원정대",게임 속 바바리안으로 살아남기,SCENE-95,"핵심, 후속",1회차 탈출 뒤 섬이 사라지고 완전 공략 보상은 확인되지 않음,Yes,대비 포함 준비,중간,896화
900화 · 파편 유물과 항해 기록을 대조해 보스·약점·출현 조건 후보를 만들고 연구자를 정식 역할로 편입하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,"마로양은 표류기·지도·유물의 지명과 형태를 대조해 적 전투력, 약점, 해곡신 출현 조건 가설을 만든다. 비요른은 검증 전 가설임을 알면서도 재독 가치가 크다고 판정하고 전속 연구자로 편입한다.",2026년 8월 5일 오전 8:57,2026년 8월 5일,898화 민간 조사 / 901~902화 전략 설계,"414,020~414,125행",Yes,"비요른 얀델, 마로양 리리비아, 무명 표류기, 미궁 유물",게임 속 바바리안으로 살아남기,SCENE-98,"대비, 핵심",1회차 경험만으로는 지역의 과거와 보스 조건을 설명할 수 없어 외부 문헌 대조가 필요함,Yes,대비 포함 준비,중간,900화
895~896화 · 약한 대체 육체로 탈출해 기억·장비·영구 접근권을 보존하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,"비요른은 최종 전투를 피해 테트라세아와 탈출한다. 시스템은 불완전한 41점과 함께 영구 접근권을 부여하며, 사망 시 소지품·기억 상실 규칙과 대비해 생존 탈출의 보존 항목을 제시한다.",2026년 8월 5일 오전 8:57,2026년 8월 5일,896화 장비·기억 복원 원인 보류 / 896화 리셋 가설,"412,507~412,621행",Yes,"비요른 얀델, 테트라세아, 베르자크, 뒤틀린 순례자",게임 속 바바리안으로 살아남기,SCENE-93,"선행, 핵심",약한 대체 육체로 최종 전투를 감당할 수 없지만 현지 인물과 탈출 경로를 확보함,Yes,대비 포함 준비,높음,895~896화
913화 · 이전 회차의 소망을 그대로 인정하지 않고 현재 당사자에게 다시 선택을 요구해 다른 루트를 여는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,비요른은 평화로운 섬에서 살고 싶다는 답을 체념으로 보고 다시 묻는다. 힘이 없다는 고백 뒤 선택 책임을 제시하고 긴 침묵 끝에 복수 의사를 받아 새 루트를 연다.,2026년 8월 5일 오전 8:58,2026년 8월 5일,907화 기억 비대칭 / 912~913화 쉬운 엔딩 거절 / 913화 목표 공론화,"419,394~419,498행",Yes,"비요른 얀델, 현재 회차의 테트라세아, 원본 테트라세아",게임 속 바바리안으로 살아남기,SCENE-105,"대비, 핵심",이전 회차의 소망 답변이 현재 당사자의 진짜 선택인지 체념인지 불명확함,Yes,대비 포함 준비,높음,913화
902~903화 · 2회차 진입에서 1회차 경로 지식을 이용해 이동과 질문을 압축하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,비요른은 같은 환경과 항로를 확인하고 1회차에 일주일 걸린 길·시간·질문 순서를 기억으로 압축한다. 당시 직접 보상은 적었지만 경로 지식 자체가 2회차 속도 자산으로 작동한다.,2026년 8월 5일 오전 8:58,2026년 8월 5일,896화 리셋 가설 / 903~904화 섬 복원 확인,"414,700~415,120행",Yes,"비요른 얀델, GM, 원정대, 쌍둥이 바다",게임 속 바바리안으로 살아남기,SCENE-100,"대비, 핵심",지역은 초기화됐지만 공략자에게 이전 회차의 항로·시간·질문 기억이 남음,Yes,대비 포함 준비,중간,902~903화
912~913화 · 시스템의 높은 점수와 해피엔딩 제안을 현재 당사자의 불만족 표정 때문에 거절하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,시스템은 남매 탈출과 소망 청취를 78점으로 평가하고 보상을 제시한다. 비요른은 현재 원본 테트라세아의 불만족한 표정을 보고 종료 문구를 끊으며 더 쉬운 결말을 거부한다.,2026년 8월 5일 오전 8:58,2026년 8월 5일,913화 현재 소망 재확인 / 913화 새 목표 공론화,"419,221~419,390행",Yes,"비요른 얀델, 원본 테트라세아, 시스템, 공략대",게임 속 바바리안으로 살아남기,SCENE-104,"이탈, 핵심",시스템이 성공과 보상을 제시하지만 당사자의 현재 감정과 미해결 사건이 남아 있음,Yes,대비 포함 준비,높음,912~913화
903~904화 · 투자된 인원과 물자 때문에 중도 철수가 어려워지고 복원된 섬으로 리셋을 확정하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,대규모 원정대와 희귀 자원이 투입돼 불확실성만으로 철수하기 어렵다. 1회차에 불탔던 섬과 시설이 멀쩡히 복원된 것을 보고 리셋 가설을 현장에서 확정한다.,2026년 8월 5일 오전 8:58,2026년 8월 5일,901~902화 공략대 완성 / 904화 신뢰 루트 폐기,"415,300~415,465행",Yes,"비요른 얀델, 원정대 지휘부, 파루네 섬, 현지 경비",게임 속 바바리안으로 살아남기,SCENE-101,"대비, 실패",막대한 인력과 물자를 이미 투자했지만 내부 상황은 여전히 불확실함,Yes,대비 포함 준비,중간,903~904화
904화 · 1회차의 고문·신뢰 루트를 폐기하고 군세·점거 선언으로 정보 접근을 압축하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,비요른은 1회차처럼 약한 신분으로 고문을 견디며 호감을 얻는 방식을 검토하지만 시간과 정보 격차 때문에 폐기한다. 정체를 공개하고 섬 점거를 선언해 군세와 위협으로 협상 위치를 바꾼다.,2026년 8월 5일 오전 8:58,2026년 8월 5일,902~903화 기억 기반 압축 / 907화 현지 기억 부재,"415,475~415,580행",Yes,"비요른 얀델, 세이렌 여왕, 파루네 섬 주민, 원정대",게임 속 바바리안으로 살아남기,SCENE-102,"이탈, 핵심",이전 회차의 긴 신뢰 형성 경로를 알고 있으나 이번에는 대규모 전력과 시간 압박이 있음,Yes,대비 포함 준비,높음,904화
913화 · 개인의 현재 소망을 공략대의 새 목표로 번역해 탈출 중심 계획을 전면 수정하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,비요른은 공략의 열쇠가 탈출이 아니라 현재 소망이었다고 보고한다. 이전 회차와 다른 소망을 공략대 전체에 공유해 기존 탈출 계획을 복수·파괴 중심의 새 루트로 바꾼다.,2026년 8월 5일 오전 8:58,2026년 8월 5일,913화 현재 소망 재확인 / 914화 이후 새 루트 전투,"419,680~419,729행",Yes,"비요른 얀델, 테트라세아, 원정대 지휘부와 참가자들",게임 속 바바리안으로 살아남기,SCENE-106,"대비, 후속",개인의 현재 선택이 기존 공략 목표와 충돌하며 다수 집단의 전략 수정이 필요함,Yes,대비 포함 준비,높음,913화
907화 · 공략자는 이전 관계를 기억하지만 현지 인물은 처음 보는 사람으로 대하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811a85c6eb22fc4f3464,비요른은 1회차에 도움받고 별명을 붙였던 테트라세아를 기억하지만 상대는 누구냐고 묻는다. 시간 압박 속에서 과거 친밀감을 관계 권리로 주장하지 않고 기절시켜 이동시킨다.,2026년 8월 5일 오전 8:58,2026년 8월 5일,904화 군세 접근 / 913화 현재 욕망 재확인,"416,531~416,640행",Yes,"비요른 얀델, 테트라세아, 제국 연구원들",게임 속 바바리안으로 살아남기,SCENE-103,"대비, 핵심",공략자만 1회차 관계와 사건을 기억하고 현지 인물은 완전히 초기화됨,Yes,대비 포함 준비,높음,907화
140화 · 재생 상실 뒤 포션 담당·후열 보호·근접 딜러 위치를 다시 짜 새 전투 역할을 검증하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8196bd5ddb80a846a106,"새 정수로 공격력이 올랐지만 자연 회복이 사라진다. 비요른은 통로를 몸으로 막고 로트밀러의 포션, 히쿠로드의 후열 보호, 미샤의 짧은 진입을 묶어 새 의존 구조를 실제 장기전에서 검증한다.",2026년 8월 5일 오전 8:59,2026년 8월 5일,139화 재생 상실 확인 / 222화 치유 자원 배분,"67,619~67,823행",Yes,"비요른 얀델, 리갈 바고스, 리올 워브 드왈키, 히쿠로드 무라드, 로트밀러, 미샤 칼스타인",게임 속 바바리안으로 살아남기,SCENE-112,"핵심, 후속",기존 자연 재생을 잃은 상태에서 빠른 상위 탐험가를 상대로 장기전을 버텨야 함,Yes,대비 포함 준비,높음,140화
138~139화 · 생존 확률을 높이기 위해 유용한 수호자 정수를 제물로 바꾸고 새 코어를 선택하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8196bd5ddb80a846a106,성공률 10% 미만의 위기에서 비요른은 아껴 두고 싶은 교체 아이템을 사용한다. 쓸모없는 정수가 아니라 현재도 유용한 수호자 정수를 희생해 더 높은 선택지를 열고 오우거 정수를 고른다.,2026년 8월 5일 오전 8:59,2026년 8월 5일,41~42화 슬롯 훼손 손해 / 139화 재생 상실 확인,"66,821~67,047행",Yes,"비요른 얀델, 리갈 바고스, 카루이 대사제, 동료들, 균형의 수호자",게임 속 바바리안으로 살아남기,SCENE-110,"대비, 핵심",생존 확률이 10% 미만이고 현재 유용한 코어를 희생해야만 상위 선택지를 얻을 수 있음,Yes,대비 포함 준비,높음,138~139화
77화 · 거대화 정수에 맞춰 속옷·수복·형상·내성까지 장비를 다시 설계하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8196bd5ddb80a846a106,거대화가 장비를 찢고 산성 피가 장비를 훼손하는 문제를 일상 대화로 드러낸다. 비요른은 맞춤 장비에 자동 수복·형상 변환·산성 면역을 묶어 능력 변화의 비용을 선지불한다.,2026년 8월 5일 오전 8:59,2026년 8월 5일,3화 방패 역할 선택 / 139화 정수 교체 뒤 장비·전술 재계산,"37,331~37,397행",Yes,"비요른 얀델, 미샤 칼스타인",게임 속 바바리안으로 살아남기,SCENE-109,"대비, 후속",거대화와 산성 피 때문에 기존 의복·장비를 그대로 사용할 수 없음,Yes,대비 포함 준비,중간,77화
41~42화 · 비동의 정수 흡수를 희귀 보상이 아니라 슬롯 훼손과 삭제 비용으로 정산하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8196bd5ddb80a846a106,레이븐은 희귀 정수를 살려 준 보상으로 보지만 비요른은 동의 없는 슬롯 점유와 삭제 비용으로 손해를 계산한다. 제3의 탐험가에게 묻자 희귀성보다 계획 훼손이 우선이라는 판정이 돌아온다.,2026년 8월 5일 오전 8:59,2026년 8월 5일,139화 코어 정수 교체 / 859화 새 정수 손익 재판정,"19,665~19,775행",Yes,"비요른 얀델, 아루아 레이븐, 파츠란, 알테미온 학파",게임 속 바바리안으로 살아남기,SCENE-108,"대비, 핵심",타인이 생존을 위해 당사자 동의 없이 예정에 없던 희귀 정수를 흡수시킴,Yes,대비 포함 준비,높음,41~42화
